undirected_pair_count,directed_relationship_count,reciprocal_pair_count,one_way_pair_count,avg_score,std_score,min_score,max_score,p50_score,p75_score,p90_score,p95_score,pairs_ge_080,pairs_ge_085,pairs_ge_090,pairs_ge_095,field
33112,66224,33112,0,0.9211354041666854,0.026900499104996485,0.8436387263505962,0.9997610412777105,0.9191068085426877,0.9392623995050107,0.9577781396036571,0.9689644421964783,33112,33104,25405,5162,Reason
39839,79678,39839,0,0.9260618606875879,0.02658098602633614,0.8451368915179647,0.9997684959151986,0.9249212588535491,0.9441383670071655,0.9614826356841025,0.9723758664229035,39839,39829,33017,7527,AttackerAction
40420,80840,40420,0,0.9442586708252827,0.027858305542569028,0.838130179318631,0.9997566401112046,0.9449271708358657,0.965616997017843,0.9809267334879513,0.987905027730067,40420,40404,37925,17676,Consequence
36148,72296,36148,0,0.9121741369062805,0.02595873220643221,0.8399219964567113,0.9997610412777105,0.9105438771523702,0.9287312432309279,0.9459564121765947,0.9580653852333669,36148,36092,23687,2868,Trigger
10588,21176,10588,0,0.9080119359530583,0.028668924645961897,0.8283305087128738,0.9996011690693258,0.9032122515837249,0.9252108570098481,0.948957077038903,0.9627536785460328,10588,10539,5778,989,SystemState
25984,51968,25984,0,0.9046839653659345,0.02296008634417878,0.8341968734510894,0.9993931657905488,0.9019100976580045,0.9172460173615402,0.9348599475086958,0.9475962516058813,25984,25933,13924,1133,Source
10631,21262,10631,0,0.9236871429557412,0.03018625590661943,0.8316217240217885,0.9992308365668924,0.9228354594867914,0.944066487962255,0.9649753233759721,0.9750493367090087,10631,10591,8379,2113,VulnerabilityType
